,dataset,method,metric,object_class,q2,q5,q8,recall,order_key
47,dashcam,this work,time savings,truck,1.5125,1.5125,1.5125,0.1,"('dashcam', 'truck')"
48,dashcam,BlazeIt,savings in frames,bike,0.8525676421866372,0.8525676421866372,0.8525676421866372,0.5,"('dashcam', 'bike')"
49,dashcam,BlazeIt,time savings,bike,0.2641445465585065,0.2641445465585065,0.2641445465585065,0.5,"('dashcam', 'bike')"
50,dashcam,BlazeIt,savings in frames,bus,0.8701814058956916,0.8701814058956916,0.8701814058956916,0.5,"('dashcam', 'bus')"
51,dashcam,BlazeIt,time savings,bus,0.2647334782918873,0.2647334782918873,0.2647334782918873,0.5,"('dashcam', 'bus')"
52,dashcam,BlazeIt,savings in frames,motor,0.7484725050916496,0.7484725050916496,0.7484725050916496,0.5,"('dashcam', 'motor')"
53,dashcam,BlazeIt,time savings,motor,0.2450700732921805,0.2450700732921805,0.2450700732921805,0.5,"('dashcam', 'motor')"
54,dashcam,BlazeIt,savings in frames,person,0.8238312428734321,0.8238312428734321,0.8238312428734321,0.5,"('dashcam', 'person')"
55,dashcam,BlazeIt,time savings,person,0.2496421906099433,0.2496421906099433,0.2496421906099433,0.5,"('dashcam', 'person')"
56,dashcam,BlazeIt,savings in frames,rider,0.7914020517830972,0.7914020517830972,0.7914020517830972,0.5,"('dashcam', 'rider')"
57,dashcam,BlazeIt,time savings,rider,0.2663910928620471,0.2663910928620471,0.2663910928620471,0.5,"('dashcam', 'rider')"
58,dashcam,BlazeIt,savings in frames,traffic light,0.875,0.875,0.875,0.5,"('dashcam', 'traffic light')"
59,dashcam,BlazeIt,time savings,traffic light,0.29690723167332644,0.29690723167332644,0.29690723167332644,0.5,"('dashcam', 'traffic light')"
60,dashcam,BlazeIt,savings in frames,traffic sign,0.9139102854553692,0.9139102854553692,0.9139102854553692,0.5,"('dashcam', 'traffic sign')"
61,dashcam,BlazeIt,time savings,traffic sign,0.32317065967221253,0.32317065967221253,0.32317065967221253,0.5,"('dashcam', 'traffic sign')"
62,dashcam,BlazeIt,savings in frames,truck,0.8253877082136704,0.8253877082136704,0.8253877082136704,0.5,"('dashcam', 'truck')"
63,dashcam,BlazeIt,time savings,truck,0.248818914874156,0.248818914874156,0.248818914874156,0.5,"('dashcam', 'truck')"
64,dashcam,random,savings in frames,bike,0.881781838949172,0.881781838949172,0.881781838949172,0.5,"('dashcam', 'bike')"
65,dashcam,random,time savings,bike,0.881781838949172,0.881781838949172,0.881781838949172,0.5,"('dashcam', 'bike')"
66,dashcam,random,savings in frames,bus,0.8580212409167133,0.8580212409167133,0.8580212409167133,0.5,"('dashcam', 'bus')"
67,dashcam,random,time savings,bus,0.8580212409167133,0.8580212409167133,0.8580212409167133,0.5,"('dashcam', 'bus')"
68,dashcam,random,savings in frames,motor,0.7989130434782609,0.7989130434782609,0.7989130434782609,0.5,"('dashcam', 'motor')"
69,dashcam,random,time savings,motor,0.798913043478261,0.798913043478261,0.798913043478261,0.5,"('dashcam', 'motor')"
70,dashcam,random,savings in frames,person,0.8299827685238369,0.8299827685238369,0.8299827685238369,0.5,"('dashcam', 'person')"
71,dashcam,random,time savings,person,0.8299827685238369,0.8299827685238369,0.8299827685238369,0.5,"('dashcam', 'person')"
72,dashcam,random,savings in frames,rider,0.7818532818532818,0.7818532818532818,0.7818532818532818,0.5,"('dashcam', 'rider')"
73,dashcam,random,time savings,rider,0.7818532818532818,0.7818532818532818,0.7818532818532818,0.5,"('dashcam', 'rider')"
74,dashcam,random,savings in frames,traffic light,0.8568052930056711,0.8568052930056711,0.8568052930056711,0.5,"('dashcam', 'traffic light')"
75,dashcam,random,time savings,traffic light,0.8568052930056711,0.8568052930056711,0.8568052930056711,0.5,"('dashcam', 'traffic light')"
76,dashcam,random,savings in frames,traffic sign,0.8976412995104583,0.8976412995104583,0.8976412995104583,0.5,"('dashcam', 'traffic sign')"
77,dashcam,random,time savings,traffic sign,0.8976412995104583,0.8976412995104583,0.8976412995104583,0.5,"('dashcam', 'traffic sign')"
78,dashcam,random,savings in frames,truck,0.8230240549828178,0.8230240549828178,0.8230240549828178,0.5,"('dashcam', 'truck')"
79,dashcam,random,time savings,truck,0.8230240549828179,0.8230240549828179,0.8230240549828179,0.5,"('dashcam', 'truck')"
80,dashcam,this work,savings in frames,bike,2.364471669218989,2.364471669218989,2.364471669218989,0.5,"('dashcam', 'bike')"
81,dashcam,this work,time savings,bike,2.3644716692189895,2.3644716692189895,2.3644716692189895,0.5,"('dashcam', 'bike')"
82,dashcam,this work,savings in frames,bus,1.6347177848775294,1.6347177848775294,1.6347177848775294,0.5,"('dashcam', 'bus')"
83,dashcam,this work,time savings,bus,1.6347177848775294,1.6347177848775294,1.6347177848775294,0.5,"('dashcam', 'bus')"
84,dashcam,this work,savings in frames,motor,1.96524064171123,1.96524064171123,1.96524064171123,0.5,"('dashcam', 'motor')"
85,dashcam,this work,time savings,motor,1.96524064171123,1.96524064171123,1.96524064171123,0.5,"('dashcam', 'motor')"
86,dashcam,this work,savings in frames,person,2.539543057996485,2.539543057996485,2.539543057996485,0.5,"('dashcam', 'person')"
87,dashcam,this work,time savings,person,2.539543057996485,2.539543057996485,2.539543057996485,0.5,"('dashcam', 'person')"
88,dashcam,this work,savings in frames,rider,2.042875157629256,2.042875157629256,2.042875157629256,0.5,"('dashcam', 'rider')"
89,dashcam,this work,time savings,rider,2.042875157629256,2.042875157629256,2.042875157629256,0.5,"('dashcam', 'rider')"
90,dashcam,this work,savings in frames,traffic light,1.561584840654608,1.561584840654608,1.561584840654608,0.5,"('dashcam', 'traffic light')"
91,dashcam,this work,time savings,traffic light,1.561584840654608,1.561584840654608,1.561584840654608,0.5,"('dashcam', 'traffic light')"
92,dashcam,this work,savings in frames,traffic sign,1.3261012491781723,1.3261012491781723,1.3261012491781723,0.5,"('dashcam', 'traffic sign')"
93,dashcam,this work,time savings,traffic sign,1.326101249178172,1.326101249178172,1.326101249178172,0.5,"('dashcam', 'traffic sign')"
94,dashcam,this work,savings in frames,truck,1.5518358531317495,1.5518358531317495,1.5518358531317495,0.5,"('dashcam', 'truck')"
95,dashcam,this work,time savings,truck,1.5518358531317495,1.5518358531317495,1.5518358531317495,0.5,"('dashcam', 'truck')"
96,dashcam,BlazeIt,savings in frames,bike,0.9934185784129372,0.9934185784129372,0.9934185784129372,0.9,"('dashcam', 'bike')"
97,dashcam,BlazeIt,time savings,bike,0.5648887232641197,0.5648887232641197,0.5648887232641197,0.9,"('dashcam', 'bike')"
98,dashcam,BlazeIt,savings in frames,bus,1.0295302013422818,1.0295302013422818,1.0295302013422818,0.9,"('dashcam', 'bus')"
99,dashcam,BlazeIt,time savings,bus,0.58047733878333,0.58047733878333,0.58047733878333,0.9,"('dashcam', 'bus')"
100,dashcam,BlazeIt,savings in frames,motor,0.9742230347349178,0.9742230347349178,0.9742230347349178,0.9,"('dashcam', 'motor')"
101,dashcam,BlazeIt,time savings,motor,0.5606945005098042,0.5606945005098042,0.5606945005098042,0.9,"('dashcam', 'motor')"
102,dashcam,BlazeIt,savings in frames,person,0.9724424311060778,0.9724424311060778,0.9724424311060778,0.9,"('dashcam', 'person')"
103,dashcam,BlazeIt,time savings,person,0.5520620432922018,0.5520620432922018,0.5520620432922018,0.9,"('dashcam', 'person')"
104,dashcam,BlazeIt,savings in frames,rider,0.9734383586737497,0.9734383586737497,0.9734383586737497,0.9,"('dashcam', 'rider')"
105,dashcam,BlazeIt,time savings,rider,0.5597641206630743,0.5597641206630743,0.5597641206630743,0.9,"('dashcam', 'rider')"
106,dashcam,BlazeIt,savings in frames,traffic light,0.9856546213909569,0.9856546213909569,0.9856546213909569,0.9,"('dashcam', 'traffic light')"
107,dashcam,BlazeIt,time savings,traffic light,0.5688961534653176,0.5688961534653176,0.5688961534653176,0.9,"('dashcam', 'traffic light')"
108,dashcam,BlazeIt,savings in frames,traffic sign,0.9852207977207977,0.9852207977207977,0.9852207977207977,0.9,"('dashcam', 'traffic sign')"
109,dashcam,BlazeIt,time savings,traffic sign,0.5733509775353188,0.5733509775353188,0.5733509775353188,0.9,"('dashcam', 'traffic sign')"
110,dashcam,BlazeIt,savings in frames,truck,0.9755368814192343,0.9755368814192343,0.9755368814192343,0.9,"('dashcam', 'truck')"
111,dashcam,BlazeIt,time savings,truck,0.5563789285586583,0.5563789285586583,0.5563789285586583,0.9,"('dashcam', 'truck')"
112,dashcam,random,savings in frames,bike,0.9977337110481587,0.9977337110481587,0.9977337110481587,0.9,"('dashcam', 'bike')"
113,dashcam,random,time savings,bike,0.9977337110481587,0.9977337110481587,0.9977337110481587,0.9,"('dashcam', 'bike')"
114,dashcam,random,savings in frames,bus,1.0073170731707317,1.0073170731707317,1.0073170731707317,0.9,"('dashcam', 'bus')"
115,dashcam,random,time savings,bus,1.0073170731707317,1.0073170731707317,1.0073170731707317,0.9,"('dashcam', 'bus')"
116,dashcam,random,savings in frames,motor,0.9813996316758747,0.9813996316758747,0.9813996316758747,0.9,"('dashcam', 'motor')"
117,dashcam,random,time savings,motor,0.9813996316758746,0.9813996316758746,0.9813996316758746,0.9,"('dashcam', 'motor')"
118,dashcam,random,savings in frames,person,0.9733610428868317,0.9733610428868317,0.9733610428868317,0.9,"('dashcam', 'person')"
119,dashcam,random,time savings,person,0.9733610428868317,0.9733610428868317,0.9733610428868317,0.9,"('dashcam', 'person')"
120,dashcam,random,savings in frames,rider,0.9597254831135994,0.9597254831135994,0.9597254831135994,0.9,"('dashcam', 'rider')"
121,dashcam,random,time savings,rider,0.9597254831135994,0.9597254831135994,0.9597254831135994,0.9,"('dashcam', 'rider')"
122,dashcam,random,savings in frames,traffic light,0.989427633977397,0.989427633977397,0.989427633977397,0.9,"('dashcam', 'traffic light')"
123,dashcam,random,time savings,traffic light,0.989427633977397,0.989427633977397,0.989427633977397,0.9,"('dashcam', 'traffic light')"
124,dashcam,random,savings in frames,traffic sign,0.991399390790181,0.991399390790181,0.991399390790181,0.9,"('dashcam', 'traffic sign')"
125,dashcam,random,time savings,traffic sign,0.991399390790181,0.991399390790181,0.991399390790181,0.9,"('dashcam', 'traffic sign')"
126,dashcam,random,savings in frames,truck,0.9832486354225485,0.9832486354225485,0.9832486354225485,0.9,"('dashcam', 'truck')"
127,dashcam,random,time savings,truck,0.9832486354225484,0.9832486354225484,0.9832486354225484,0.9,"('dashcam', 'truck')"
128,dashcam,this work,savings in frames,bike,1.8807404770380918,1.8807404770380918,1.8807404770380918,0.9,"('dashcam', 'bike')"
129,dashcam,this work,time savings,bike,1.880740477038092,1.880740477038092,1.880740477038092,0.9,"('dashcam', 'bike')"
130,dashcam,this work,savings in frames,bus,1.457383279044517,1.457383279044517,1.457383279044517,0.9,"('dashcam', 'bus')"
131,dashcam,this work,time savings,bus,1.457383279044517,1.457383279044517,1.457383279044517,0.9,"('dashcam', 'bus')"
132,dashcam,this work,savings in frames,motor,1.755270092226614,1.755270092226614,1.755270092226614,0.9,"('dashcam', 'motor')"
133,dashcam,this work,time savings,motor,1.7552700922266138,1.7552700922266138,1.7552700922266138,0.9,"('dashcam', 'motor')"
134,dashcam,this work,savings in frames,person,1.713335550382441,1.713335550382441,1.713335550382441,0.9,"('dashcam', 'person')"
135,dashcam,this work,time savings,person,1.7133355503824408,1.7133355503824408,1.7133355503824408,0.9,"('dashcam', 'person')"
136,dashcam,this work,savings in frames,rider,1.7983079526226735,1.7983079526226735,1.7983079526226735,0.9,"('dashcam', 'rider')"
137,dashcam,this work,time savings,rider,1.7983079526226733,1.7983079526226733,1.7983079526226733,0.9,"('dashcam', 'rider')"
138,dashcam,this work,savings in frames,traffic light,1.4265440210249671,1.4265440210249671,1.4265440210249671,0.9,"('dashcam', 'traffic light')"
139,dashcam,this work,time savings,traffic light,1.4265440210249671,1.4265440210249671,1.4265440210249671,0.9,"('dashcam', 'traffic light')"
140,dashcam,this work,savings in frames,traffic sign,1.2192595857205817,1.2192595857205817,1.2192595857205817,0.9,"('dashcam', 'traffic sign')"
141,dashcam,this work,time savings,traffic sign,1.2192595857205817,1.2192595857205817,1.2192595857205817,0.9,"('dashcam', 'traffic sign')"
142,dashcam,this work,savings in frames,truck,1.3901011176157532,1.3901011176157532,1.3901011176157532,0.9,"('dashcam', 'truck')"
143,dashcam,this work,time savings,truck,1.390101117615753,1.390101117615753,1.390101117615753,0.9,"('dashcam', 'truck')"
0,dashcam,BlazeIt,savings in frames,geomean,,0.9956760215096617,,0.1,"('dashcam', 'geomean')"
1,dashcam,BlazeIt,time savings,geomean,,0.03636045922837319,,0.1,"('dashcam', 'geomean')"
2,dashcam,BlazeIt,savings in frames,geomean,,0.8361610677536612,,0.5,"('dashcam', 'geomean')"
3,dashcam,BlazeIt,time savings,geomean,,0.2687443369679721,,0.5,"('dashcam', 'geomean')"
4,dashcam,BlazeIt,savings in frames,geomean,,0.9860252086096353,,0.9,"('dashcam', 'geomean')"
5,dashcam,BlazeIt,time savings,geomean,,0.5644967628900449,,0.9,"('dashcam', 'geomean')"
6,dashcam,random,savings in frames,geomean,,0.8724474818218576,,0.1,"('dashcam', 'geomean')"
7,dashcam,random,time savings,geomean,,0.8724474818218576,,0.1,"('dashcam', 'geomean')"
8,dashcam,random,savings in frames,geomean,,0.8401731859496782,,0.5,"('dashcam', 'geomean')"
9,dashcam,random,time savings,geomean,,0.8401731859496782,,0.5,"('dashcam', 'geomean')"
10,dashcam,random,savings in frames,geomean,,0.985355555056825,,0.9,"('dashcam', 'geomean')"
11,dashcam,random,time savings,geomean,,0.9853555550568249,,0.9,"('dashcam', 'geomean')"
12,dashcam,this work,savings in frames,geomean,,1.644655047015911,,0.1,"('dashcam', 'geomean')"
13,dashcam,this work,time savings,geomean,,1.644655047015911,,0.1,"('dashcam', 'geomean')"
14,dashcam,this work,savings in frames,geomean,,1.8315646890864674,,0.5,"('dashcam', 'geomean')"
15,dashcam,this work,time savings,geomean,,1.8315646890864672,,0.5,"('dashcam', 'geomean')"
16,dashcam,this work,savings in frames,geomean,,1.5642191767952507,,0.9,"('dashcam', 'geomean')"
17,dashcam,this work,time savings,geomean,,1.5642191767952505,,0.9,"('dashcam', 'geomean')"
