histogram,xs,widths,n,N1,i
2.429384199058167,1.3482299,0.004409313,97,121,1
2.6658008543536558,1.3526392,0.0044094324,97,121,1
1.9778522467785185,1.3570487,0.0044094324,97,121,1
1.6123795490042272,1.3614581,0.0044094324,97,121,1
1.7199180170323307,1.3658675,0.004409313,97,121,1
1.2899036392033816,1.3702769,0.0044094324,97,121,1
1.547884367044058,1.3746862,0.0044094324,97,121,1
1.2899036392033816,1.3790958,0.0044094324,97,121,1
0.967453884580686,1.3835051,0.004409313,97,121,1
0.8384373654821982,1.3879144,0.0044094324,97,121,1
0.8599357594689212,1.392324,0.0044094324,97,121,1
0.6879672068129323,1.3967333,0.004409313,97,121,1
0.6019550316282448,1.4011426,0.0044094324,97,121,1
0.7954405775087521,1.4055521,0.0044094324,97,121,1
0.2579807278406763,1.4099615,0.0044094324,97,121,1
0.3009856529806579,1.4143709,0.004409313,97,121,1
0.4299678797344606,1.4187803,0.0044094324,97,121,1
0.4084694857477375,1.4231896,0.0044094324,97,121,1
0.17198715189378422,1.4275992,0.0044094324,97,121,1
0.10749487606452067,1.4320085,0.004409313,97,121,1
0.19348554588050726,1.4364178,0.0044094324,97,121,1
0.2364823338539533,1.4408274,0.0044094324,97,121,1
0.10749196993361515,1.4452367,0.0044094324,97,121,1
0.0644969256387124,1.4496461,0.004409313,97,121,1
0.042996787973446055,1.4540555,0.0044094324,97,121,1
0.0,1.4584649,0.0044094324,97,121,1
0.0,1.4628744,0.0044094324,97,121,1
0.021498975212904135,1.4672837,0.004409313,97,121,1
0.06449518196016908,1.471693,0.0044094324,97,121,1
0.021498393986723027,1.4761026,0.0044094324,97,121,1
0.042996787973446055,1.4805119,0.0044094324,97,121,1
0.021498975212904135,1.4849213,0.004409313,97,121,1
0.042996787973446055,1.4893308,0.0044094324,97,121,1
0.013843931622265219,1.0325949,0.0051327944,100,116,2
0.0,1.0377278,0.0051327944,100,116,2
0.0,1.0428605,0.0051327944,100,116,2
0.0,1.0479934,0.0051327944,100,116,2
0.027687863244530438,1.0531261,0.0051327944,100,116,2
0.0,1.058259,0.0051327944,100,116,2
0.027687863244530438,1.0633917,0.0051327944,100,116,2
0.0,1.0685246,0.0051327944,100,116,2
0.013843610104042767,1.0736574,0.0051329136,100,116,2
0.04153179486679566,1.0787902,0.0051327944,100,116,2
0.08306358973359132,1.0839231,0.0051327944,100,116,2
0.055375726489060875,1.0890558,0.0051327944,100,116,2
0.013843931622265219,1.0941887,0.0051327944,100,116,2
0.11075145297812175,1.0993214,0.0051327944,100,116,2
0.09690752135585652,1.1044543,0.0051327944,100,116,2
0.16612717946718264,1.109587,0.0051327944,100,116,2
0.26303470082303915,1.1147199,0.0051327944,100,116,2
0.2907225640675696,1.1198525,0.0051327944,100,116,2
0.27687863244530436,1.1249855,0.0051327944,100,116,2
0.4291618802902218,1.1301181,0.0051327944,100,116,2
0.5814451281351392,1.135251,0.0051327944,100,116,2
0.40147401704569136,1.1403837,0.0051327944,100,116,2
0.886011623824974,1.1455166,0.0051327944,100,116,2
1.0382948716698914,1.1506493,0.0051327944,100,116,2
1.1490463246480132,1.1557822,0.0051327944,100,116,2
0.9967399274910793,1.160915,0.0051329136,100,116,2
1.2874856408706654,1.1660478,0.0051327944,100,116,2
1.7997111108944783,1.1711807,0.0051327944,100,116,2
1.841242905761274,1.1763134,0.0051327944,100,116,2
2.0212140168507218,1.1814463,0.0051327944,100,116,2
2.104277606584313,1.186579,0.0051327944,100,116,2
2.5195955552522697,1.1917119,0.0051327944,100,116,2
2.8380059825643698,1.1968446,0.0051327944,100,116,2
3.15641640987647,1.2019775,0.0051327944,100,116,2
3.6271100850334874,1.2071102,0.0051327944,100,116,2
4.097803760190504,1.2122431,0.0051327944,100,116,2
4.056271965323709,1.2173758,0.0051327944,100,116,2
4.0424280337014435,1.2225087,0.0051327944,100,116,2
5.0391911105045395,1.2276413,0.0051327944,100,116,2
5.5791044437728825,1.2327743,0.0051327944,100,116,2
5.177630426727191,1.2379069,0.0051327944,100,116,2
5.080604908183696,1.2430398,0.0051329136,100,116,2
5.703699828373271,1.2481728,0.0051327944,100,116,2
6.548179657331448,1.2533054,0.0051327944,100,116,2
6.257457093263879,1.2584383,0.0051327944,100,116,2
6.1328617086634925,1.263571,0.0051327944,100,116,2
6.4928039308423875,1.2687039,0.0051327944,100,116,2
5.634480170261944,1.2738366,0.0051327944,100,116,2
6.215925298397083,1.2789695,0.0051327944,100,116,2
5.939046665951779,1.2841022,0.0051327944,100,116,2
5.412977264305701,1.2892351,0.0051327944,100,116,2
5.814451281351392,1.2943678,0.0051327944,100,116,2
5.689855896751005,1.2995007,0.0051327944,100,116,2
5.5791044437728825,1.3046334,0.0051327944,100,116,2
5.288381879705313,1.3097663,0.0051327944,100,116,2
5.246850084838518,1.314899,0.0051327944,100,116,2
5.4960408540392915,1.3200319,0.0051327944,100,116,2
3.9039887174787915,1.3251646,0.0051327944,100,116,2
4.139239421108788,1.3302975,0.0051329136,100,116,2
3.7655494012561395,1.3354304,0.0051327944,100,116,2
3.737861538011609,1.340563,0.0051327944,100,116,2
3.79323726450067,1.345696,0.0051327944,100,116,2
3.0733528201428784,1.3508286,0.0051327944,100,116,2
3.1425724782542046,1.3559616,0.0051327944,100,116,2
2.6165030766081263,1.3610942,0.0051327944,100,116,2
2.1458094014511087,1.3662271,0.0051327944,100,116,2
2.3811562390296177,1.3713598,0.0051327944,100,116,2
1.841242905761274,1.3764927,0.0051327944,100,116,2
1.8273989741390086,1.3816254,0.0051327944,100,116,2
1.3151735041151957,1.3867583,0.0051327944,100,116,2
1.5643642733159697,1.391891,0.0051327944,100,116,2
1.1490463246480132,1.3970239,0.0051327944,100,116,2
0.816791965713648,1.4021566,0.0051327944,100,116,2
0.7060405127355261,1.4072895,0.0051327944,100,116,2
0.7060241153061813,1.4124223,0.0051329136,100,116,2
0.512225470023813,1.4175551,0.0051327944,100,116,2
0.512225470023813,1.422688,0.0051327944,100,116,2
0.45684974353475216,1.4278207,0.0051327944,100,116,2
0.2215029059562435,1.4329536,0.0051327944,100,116,2
0.27687863244530436,1.4380863,0.0051327944,100,116,2
0.2907225640675696,1.4432192,0.0051327944,100,116,2
0.2215029059562435,1.4483519,0.0051327944,100,116,2
0.17997111108944783,1.4534848,0.0051327944,100,116,2
0.16612717946718264,1.4586174,0.0051327944,100,116,2
0.09690752135585652,1.4637504,0.0051327944,100,116,2
0.12459538460038697,1.468883,0.0051327944,100,116,2
0.055375726489060875,1.474016,0.0051327944,100,116,2
0.08306358973359132,1.4791486,0.0051327944,100,116,2
0.09690752135585652,1.4842815,0.0051327944,100,116,2
0.06921965811132609,1.4894142,0.0051327944,100,116,2
0.06921965811132609,1.4945471,0.0051327944,100,116,2
0.027687220208085533,1.4996799,0.0051329136,100,116,2
0.027687863244530438,1.5048127,0.0051327944,100,116,2
0.0,1.5099456,0.0051327944,100,116,2
0.0,1.5150783,0.0051327944,100,116,2
0.0,1.5202112,0.0051327944,100,116,2
0.0,1.5253439,0.0051327944,100,116,2
0.013843931622265219,1.5304768,0.0051327944,100,116,2
0.0,1.5356095,0.0051327944,100,116,2
0.013843931622265219,1.5407424,0.0051327944,100,116,2
0.015664063459253398,0.78869057,0.003626883,163,149,3
0.015663806038325553,0.79231745,0.0036269426,163,149,3
0.031328126918506796,0.79594433,0.003626883,163,149,3
0.015664063459253398,0.7995713,0.003626883,163,149,3
0.04699141811497667,0.80319816,0.0036269426,163,149,3
0.015664063459253398,0.80682504,0.003626883,163,149,3
0.015664063459253398,0.810452,0.003626883,163,149,3
0.18796567245990667,0.81407887,0.0036269426,163,149,3
0.10964844421477378,0.81770575,0.003626883,163,149,3
0.07832031729626698,0.8213327,0.003626883,163,149,3
0.25062089661320885,0.8249596,0.0036269426,163,149,3
0.34460939610357477,0.82858646,0.003626883,163,149,3
0.34460939610357477,0.8322134,0.003626883,163,149,3
0.31327612076651107,0.8358403,0.0036269426,163,149,3
0.6108984749108826,0.83946717,0.003626883,163,149,3
0.6578906652886427,0.8430941,0.003626883,163,149,3
0.6735436596479989,0.846721,0.0036269426,163,149,3
1.065156315229231,0.8503479,0.003626883,163,149,3
1.5820704093845932,0.8539748,0.003626883,163,149,3
1.723018664215811,0.8576017,0.0036269426,163,149,3
1.8796876151104078,0.8612286,0.003626883,163,149,3
2.1929688842954755,0.8648555,0.003626883,163,149,3
2.53753657820874,0.8684824,0.0036269426,163,149,3
2.897851739961878,0.8721093,0.003626883,163,149,3
3.2267970726062,0.87573624,0.003626883,163,149,3
3.5870115827765523,0.8793631,0.0036269426,163,149,3
4.276289324376178,0.88299,0.003626883,163,149,3
3.9630080551911093,0.88661695,0.003626883,163,149,3
4.526839945076086,0.8902438,0.0036269426,163,149,3
5.310117512686902,0.8938707,0.003626883,163,149,3
6.140312876027332,0.89749765,0.003626883,163,149,3
5.685961591912176,0.90112454,0.0036269426,163,149,3
6.155976939486585,0.9047514,0.003626883,163,149,3
6.657226970182694,0.90837836,0.003626883,163,149,3
6.484815699866779,0.91200525,0.0036269426,163,149,3
7.487422333523124,0.9156321,0.003626883,163,149,3
7.879023920004459,0.9192591,0.003626883,163,149,3
8.489782872772452,0.92288595,0.0036269426,163,149,3
8.286289569945048,0.92651284,0.003626883,163,149,3
8.254961443026541,0.9301398,0.003626883,163,149,3
7.92588585539273,0.93376666,0.0036269426,163,149,3
8.583906775670862,0.93739355,0.003626883,163,149,3
9.022500552529957,0.9410205,0.003626883,163,149,3
8.63075712711738,0.9446474,0.0036269426,163,149,3
9.116484933285477,0.94827425,0.003626883,163,149,3
8.16097706227102,0.9519012,0.003626883,163,149,3
8.34880861842752,0.9555281,0.0036269426,163,149,3
7.769375475789685,0.95915496,0.003626883,163,149,3
8.646563029507876,0.9627819,0.003626883,163,149,3
7.549954510472917,0.9664088,0.0036269426,163,149,3
6.484922272130906,0.9700357,0.003626883,163,149,3
6.359609764456879,0.9736626,0.003626883,163,149,3
6.939180112449256,0.97728944,0.003626883,163,149,3
6.030565324755339,0.9809164,0.0036269426,163,149,3
5.388437829983169,0.9845433,0.003626883,163,149,3
5.200469068472128,0.98817015,0.003626883,163,149,3
4.761797035650969,0.9917971,0.0036269426,163,149,3
4.370273705131698,0.99542403,0.003626883,163,149,3
3.8376324793897605,0.9990509,0.0036269426,163,149,3
2.99188528973069,1.0026778,0.0036268234,163,149,3
3.4147097163549707,1.0063047,0.0036269426,163,149,3
3.289399268048366,1.0099316,0.0036269426,163,149,3
2.4123054168509226,1.0135585,0.0036268234,163,149,3
2.333907099710508,1.0171854,0.0036269426,163,149,3
1.9579757547906944,1.0208123,0.0036269426,163,149,3
1.6917466559733743,1.0244392,0.0036268234,163,149,3
1.441070155525951,1.0280662,0.0036269426,163,149,3
1.472397767602602,1.031693,0.0036269426,163,149,3
1.2531456710913882,1.0353199,0.0036268234,163,149,3
1.0024835864528354,1.0389469,0.0036269426,163,149,3
0.8928369441845566,1.0425737,0.0036269426,163,149,3
0.8615376488753295,1.0462006,0.0036268234,163,149,3
0.56389701737972,1.0498276,0.0036269426,163,149,3
0.28194850868986,1.0534544,0.0036269426,163,149,3
0.42293666399334356,1.0570813,0.0036268234,163,149,3
0.42292276303479,1.0607083,0.0036269426,163,149,3
0.36026753888148777,1.0643351,0.0036269426,163,149,3
0.1723075297750659,1.067962,0.0036268234,163,149,3
0.2662847026515344,1.071589,0.0036269426,163,149,3
0.18796567245990667,1.0752158,0.0036269426,163,149,3
0.07832160444321176,1.0788428,0.0036268234,163,149,3
0.04699141811497667,1.0824697,0.0036269426,163,149,3
0.14097425434493,1.0860965,0.0036269426,163,149,3
0.15664320888642352,1.0897235,0.0036268234,163,149,3
0.12531044830660443,1.0933504,0.0036269426,163,149,3
0.03132761207665111,1.0969772,0.0036269426,163,149,3
0.06265728355456943,1.1006042,0.0036268234,163,149,3
0.015663806038325553,1.1042311,0.0036269426,163,149,3
0.015663806038325553,1.107858,0.0036269426,163,149,3
0.015664320888642357,1.1114849,0.0036268234,163,149,3
0.03132761207665111,1.1151118,0.0036269426,163,149,3
0.04699141811497667,1.1187387,0.0036269426,163,149,3
0.04699296266592706,1.1223656,0.0036268234,163,149,3
0.015663806038325553,1.1259925,0.0036269426,163,149,3
0.0,1.1296194,0.0036269426,163,149,3
0.0,1.1332463,0.0036268234,163,149,3
0.03132761207665111,1.1368732,0.0036269426,163,149,3
0.0,1.1405001,0.0036269426,163,149,3
0.0,1.144127,0.0036268234,163,149,3
0.015663806038325553,1.147754,0.0036269426,163,149,3
0.06950829507246557,0.54248965,0.0024860501,276,182,4
0.04633886338164372,0.54497576,0.0024860501,276,182,4
0.0,0.54746175,0.0024860501,276,182,4
0.13901659014493115,0.54994786,0.0024860501,276,182,4
0.04633886338164372,0.55243385,0.0024860501,276,182,4
0.09267772676328744,0.55491996,0.0024860501,276,182,4
0.20852488521739673,0.55740595,0.0024860501,276,182,4
0.1158471584541093,0.55989206,0.0024860501,276,182,4
0.18535545352657487,0.56237805,0.0024860501,276,182,4
0.1158471584541093,0.56486416,0.0024860501,276,182,4
0.3707197952977804,0.56735015,0.0024859905,276,182,4
0.48655806550725905,0.56983614,0.0024860501,276,182,4
0.5097274971980809,0.57232225,0.0024860501,276,182,4
1.0426244260869837,0.57480824,0.0024860501,276,182,4
1.0426244260869837,0.57729435,0.0024860501,276,182,4
1.1121327211594492,0.57978034,0.0024860501,276,182,4
1.3669964697584898,0.58226645,0.0024860501,276,182,4
1.4365047648309552,0.58475244,0.0024860501,276,182,4
2.594976349372048,0.58723855,0.0024860501,276,182,4
3.4754147536232787,0.58972454,0.0024860501,276,182,4
3.591261912077388,0.59221065,0.0024860501,276,182,4
3.938803387439716,0.59469664,0.0024860501,276,182,4
5.328969288889027,0.59718275,0.0024860501,276,182,4
4.471700316328619,0.59966874,0.0024860501,276,182,4
4.842411223381768,0.60215485,0.0024860501,276,182,4
6.186238261449437,0.60464084,0.0024860501,276,182,4
6.556949168502586,0.60712695,0.0024860501,276,182,4
7.553234731207926,0.60961294,0.0024860501,276,182,4
7.182523824154776,0.61209905,0.0024860501,276,182,4
8.57289526626117,0.61458504,0.0024859905,276,182,4
8.248317681932582,0.61707103,0.0024860501,276,182,4
10.21771937565244,0.61955714,0.0024860501,276,182,4
9.870177900290113,0.62204313,0.0024860501,276,182,4
10.796955167922986,0.62452924,0.0024860501,276,182,4
11.121327211594492,0.62701523,0.0024860501,276,182,4
10.796955167922986,0.62950134,0.0024860501,276,182,4
10.125041648889152,0.63198733,0.0024860501,276,182,4
12.163951637681475,0.63447344,0.0024860501,276,182,4
12.001765615845722,0.63695943,0.0024860501,276,182,4
12.673679134879556,0.63944554,0.0024860501,276,182,4
11.306682665121066,0.64193153,0.0024860501,276,182,4
12.256629364444764,0.64441764,0.0024860501,276,182,4
11.793240730628327,0.64690363,0.0024860501,276,182,4
12.326137659517228,0.64938974,0.0024860501,276,182,4
12.256629364444764,0.65187573,0.0024860501,276,182,4
11.144496643285313,0.65436184,0.0024860501,276,182,4
12.048104479227366,0.65684783,0.0024860501,276,182,4
12.441984817971338,0.65933394,0.0024860501,276,182,4
10.194549943961617,0.66181993,0.0024860501,276,182,4
9.568975288309428,0.66430604,0.0024860501,276,182,4
9.731394626566734,0.66679204,0.0024859905,276,182,4
9.823839036908469,0.669278,0.0024860501,276,182,4
9.128756086183813,0.67176414,0.0024860501,276,182,4
7.784929048116145,0.6742501,0.0024860501,276,182,4
8.155639955169294,0.67673624,0.0024860501,276,182,4
7.321540414299707,0.6792222,0.0024860501,276,182,4
6.85815178048327,0.68170834,0.0024860501,276,182,4
5.815527354396287,0.6841943,0.0024860501,276,182,4
5.074105540289987,0.68668044,0.0024860501,276,182,4
4.263175431111222,0.6891664,0.0024860501,276,182,4
4.726564064927659,0.69165254,0.0024860501,276,182,4
3.2437204367150603,0.6941385,0.0024860501,276,182,4
3.3363981634783477,0.69662464,0.0024860501,276,182,4
3.3595675951691697,0.6991106,0.0024860501,276,182,4
2.8730095296619105,0.70159674,0.0024860501,276,182,4
2.154757147246433,0.7040827,0.0024860501,276,182,4
1.807215671884105,0.70656884,0.0024860501,276,182,4
1.5060130599034207,0.7090548,0.0024860501,276,182,4
1.5060130599034207,0.71154094,0.0024860501,276,182,4
1.2511793091300087,0.7140269,0.0024859905,276,182,4
0.9499466993236961,0.7165129,0.0024860501,276,182,4
1.0426244260869837,0.718999,0.0024860501,276,182,4
0.7877606774879432,0.721485,0.0024860501,276,182,4
0.4633886338164372,0.7239711,0.0024860501,276,182,4
0.3938803387439716,0.7264571,0.0024860501,276,182,4
0.3938803387439716,0.7289432,0.0024860501,276,182,4
0.5328969288889027,0.7314292,0.0024860501,276,182,4
0.4402192021256153,0.7339153,0.0024860501,276,182,4
0.2316943169082186,0.7364013,0.0024860501,276,182,4
0.2780331802898623,0.7388874,0.0024860501,276,182,4
0.162186021835753,0.7413734,0.0024860501,276,182,4
0.1158471584541093,0.7438595,0.0024860501,276,182,4
0.25486374859904043,0.7463455,0.0024860501,276,182,4
0.04633886338164372,0.7488316,0.0024860501,276,182,4
0.0,0.7513176,0.0024860501,276,182,4
0.06950829507246557,0.75380373,0.0024860501,276,182,4
0.04633886338164372,0.7562897,0.0024860501,276,182,4
0.09267772676328744,0.75877583,0.0024860501,276,182,4
0.02316943169082186,0.7612618,0.0024860501,276,182,4
0.02316943169082186,0.76374793,0.0024860501,276,182,4
0.0,0.7662339,0.0024859905,276,182,4
0.04633886338164372,0.7687199,0.0024860501,276,182,4
0.0,0.771206,0.0024860501,276,182,4
0.02316943169082186,0.773692,0.0024860501,276,182,4
0.0,0.7761781,0.0024860501,276,182,4
0.0,0.7786641,0.0024860501,276,182,4
0.04633886338164372,0.7811502,0.0024860501,276,182,4
0.0,0.7836362,0.0024860501,276,182,4
0.0,0.7861223,0.0024860501,276,182,4
0.02316943169082186,0.7886083,0.0024860501,276,182,4
4.664671384537471,0.002197884,4.8158458e-05,14093,58,5
0.0,0.0022460422,4.8158458e-05,14093,58,5
0.0,0.002294201,4.8158458e-05,14093,58,5
0.0,0.0023423592,4.8158458e-05,14093,58,5
0.0,0.0023905179,4.8158458e-05,14093,58,5
6.997007076806208,0.002438676,4.8158458e-05,14093,58,5
11.661622081153865,0.0024868348,4.815869e-05,14093,58,5
16.32634984588115,0.0025349935,4.8158458e-05,14093,58,5
20.991021230418625,0.0025831517,4.8158458e-05,14093,58,5
23.32335692268736,0.0026313104,4.8158458e-05,14093,58,5
53.64372092218093,0.0026794686,4.8158458e-05,14093,58,5
32.6526996917623,0.0027276273,4.8158458e-05,14093,58,5
16.32634984588115,0.0027757855,4.8158458e-05,14093,58,5
41.98204246083725,0.0028239442,4.8158458e-05,14093,58,5
20.991021230418625,0.0028721024,4.8158458e-05,14093,58,5
83.9640849216745,0.0029202611,4.8158458e-05,14093,58,5
121.28145599797426,0.0029684193,4.8158458e-05,14093,58,5
