density,density2,xs,samples,est,n,N1,i
2.89828,2.8723924,1.5500405240754576,1.5364692,1.548780487804878,82,127,0
2.8894486,2.8533463,1.553844080471091,1.4357494,1.548780487804878,82,127,0
2.8783593,2.8323512,1.5576476368667243,1.4628701,1.548780487804878,82,127,0
2.8652134,2.8092806,1.5614511932623576,1.453765,1.548780487804878,82,127,0
2.8498652,2.784528,1.565254749657991,1.6269795,1.548780487804878,82,127,0
2.832697,2.7577202,1.5690583060536243,1.5051379,1.548780487804878,82,127,0
2.8133988,2.7291708,1.5728618624492576,1.5052415,1.548780487804878,82,127,0
2.7921865,2.6990218,1.576665418844891,1.4516472,1.548780487804878,82,127,0
2.769105,2.6671703,1.5804689752405243,1.3622936,1.548780487804878,82,127,0
2.7442038,2.6337647,1.5842725316361577,1.5784892,1.548780487804878,82,127,0
2.7177012,2.598953,1.588076088031791,1.4754336,1.548780487804878,82,127,0
2.6893198,2.5628016,1.5918796444274244,1.3557405,1.548780487804878,82,127,0
2.6594489,2.5251489,1.5956832008230577,1.533487,1.548780487804878,82,127,0
2.627984,2.4864554,1.599486757218691,1.7527541,1.548780487804878,82,127,0
2.5949903,2.4464874,1.6032903136143244,1.7850454,1.548780487804878,82,127,0
2.5605347,2.4055464,1.6070938700099577,1.3765453,1.548780487804878,82,127,0
2.5249949,2.363631,1.610897426405591,1.5545664,1.548780487804878,82,127,0
2.4878976,2.3206038,1.6147009828012244,1.5793545,1.548780487804878,82,127,0
2.4497747,2.2769697,1.6185045391968578,1.3741544,1.548780487804878,82,127,0
2.410617,2.2325883,1.6223080955924911,1.4767708,1.548780487804878,82,127,0
2.3703487,2.1874695,1.6261116519881245,1.7289568,1.548780487804878,82,127,0
2.3291888,2.141889,1.6299152083837578,1.6885462,1.548780487804878,82,127,0
2.2872074,2.0957232,1.6337187647793912,1.7696568,1.548780487804878,82,127,0
2.2444751,2.049176,1.6375223211750245,1.4967273,1.548780487804878,82,127,0
2.2009287,2.002318,1.6413258775706578,1.5751642,1.548780487804878,82,127,0
2.1568444,1.9551584,1.6451294339662912,1.2435642,1.548780487804878,82,127,0
2.1122246,1.9078283,1.6489329903619245,1.4516017,1.548780487804878,82,127,0
2.0671396,1.8605648,1.6527365467575579,1.444735,1.548780487804878,82,127,0
2.0215974,1.8130885,1.6565401031531912,1.5915768,1.548780487804878,82,127,0
1.9757315,1.7656378,1.6603436595488246,1.467479,1.548780487804878,82,127,0
1.9297282,1.7184322,1.664147215944458,1.3584368,1.548780487804878,82,127,0
1.883531,1.6712132,1.6679507723400913,1.4113218,1.548780487804878,82,127,0
1.8372059,1.6242999,1.6717543287357246,1.4732167,1.548780487804878,82,127,0
1.7909266,1.5777885,1.675557885131358,1.4686471,1.548780487804878,82,127,0
1.7446414,1.5313933,1.6793614415269913,1.5064975,1.548780487804878,82,127,0
1.6984118,1.4855461,1.6831649979226246,1.5137566,1.548780487804878,82,127,0
1.6523983,1.4401922,1.686968554318258,1.4767014,1.548780487804878,82,127,0
1.6065525,1.3952434,1.6907721107138913,1.3529062,1.548780487804878,82,127,0
1.5610255,1.3507901,1.6945756671095247,1.4062294,1.548780487804878,82,127,0
1.5157708,1.3069552,1.698379223505158,1.5685197,1.548780487804878,82,127,0
1.4710196,1.2637713,1.7021827799007914,1.3762357,1.548780487804878,82,127,0
1.4265445,1.2212313,1.7059863362964247,1.3998291,1.548780487804878,82,127,0
1.3826544,1.1794032,1.709789892692058,1.4267368,1.548780487804878,82,127,0
1.3392152,1.1383127,1.7135934490876914,1.5218254,1.548780487804878,82,127,0
1.2963492,1.0979165,1.7173970054833247,1.4292063,1.548780487804878,82,127,0
1.2540896,1.0583401,1.721200561878958,1.4138905,1.548780487804878,82,127,0
1.2124674,1.0195054,1.7250041182745914,1.2304188,1.548780487804878,82,127,0
1.1714756,0.98158646,1.7288076746702248,1.6547912,1.548780487804878,82,127,0
1.1312481,0.9444147,1.7326112310658581,1.4923061,1.548780487804878,82,127,0
1.0916687,0.90815157,1.7364147874614915,1.6799943,1.548780487804878,82,127,0
1.0528636,0.8727214,1.7402183438571248,1.4834727,1.548780487804878,82,127,0
1.0148182,0.83818734,1.7440219002527582,1.545259,1.548780487804878,82,127,0
0.97755075,0.8045286,1.7478254566483915,1.3717635,1.548780487804878,82,127,0
0.94113475,0.7717738,1.7516290130440249,1.564243,1.548780487804878,82,127,0
0.9054396,0.73985577,1.7554325694396582,1.3678149,1.548780487804878,82,127,0
0.87067306,0.7089114,1.7592361258352915,1.5092388,1.548780487804878,82,127,0
0.83673054,0.6788469,1.7630396822309249,1.5258188,1.548780487804878,82,127,0
0.8036452,0.6496806,1.7668432386265582,1.4103625,1.548780487804878,82,127,0
0.7713971,0.6213501,1.7706467950221916,1.2797941,1.548780487804878,82,127,0
0.7400364,0.593983,1.774450351417825,1.2897525,1.548780487804878,82,127,0
0.7095175,0.5674056,1.7782539078134583,1.5987197,1.548780487804878,82,127,0
0.67988354,0.54178584,1.7820574642090916,1.7559536,1.548780487804878,82,127,0
0.65112954,0.51699144,1.785861020604725,1.4471723,1.548780487804878,82,127,0
0.62321115,0.4930307,1.7896645770003583,1.5581567,1.548780487804878,82,127,0
0.59612584,0.46996528,1.7934681333959916,1.5894426,1.548780487804878,82,127,0
0.5699393,0.44769195,1.797271689791625,1.5474708,1.548780487804878,82,127,0
0.5445707,0.426214,1.8010752461872583,1.6538181,1.548780487804878,82,127,0
0.5200454,0.40558073,1.8048788025828917,1.901768,1.548780487804878,82,127,0
0.496352,0.3856991,1.808682358978525,1.6136702,1.548780487804878,82,127,0
0.47347784,0.36659062,1.8124859153741584,1.3599912,1.548780487804878,82,127,0
0.45138228,0.34824812,1.8162894717697917,1.5251131,1.548780487804878,82,127,0
0.43010777,0.3306316,1.820093028165425,1.6903898,1.548780487804878,82,127,0
0.4096109,0.31373388,1.8238965845610584,1.5680443,1.548780487804878,82,127,0
0.3898528,0.2975453,1.8277001409566918,1.6197368,1.548780487804878,82,127,0
0.3708666,0.2820199,1.831503697352325,1.6267222,1.548780487804878,82,127,0
0.3525898,0.26717412,1.8353072537479584,1.4083598,1.548780487804878,82,127,0
0.33505005,0.25298625,1.8391108101435918,1.4732138,1.548780487804878,82,127,0
0.3182274,0.23939833,1.8429143665392251,1.4605405,1.548780487804878,82,127,0
0.30205578,0.22642964,1.8467179229348585,1.6913127,1.548780487804878,82,127,0
0.28656602,0.21405241,1.8505214793304918,1.2365435,1.548780487804878,82,127,0
0.27172127,0.20222828,1.8543250357261252,1.7365397,1.548780487804878,82,127,0
0.25751188,0.19096403,1.8581285921217585,1.4367502,1.548780487804878,82,127,0
0.24392642,0.18023369,1.8619321485173919,1.6321967,1.548780487804878,82,127,0
0.2309167,0.17001288,1.8657357049130252,1.5201967,1.548780487804878,82,127,0
0.21850747,0.16029827,1.8695392613086586,1.5354917,1.548780487804878,82,127,0
0.20663264,0.15105115,1.873342817704292,1.5214605,1.548780487804878,82,127,0
0.1953316,0.14225931,1.8771463740999252,1.5498644,1.548780487804878,82,127,0
0.1845247,0.13391787,1.8809499304955586,1.4189043,1.548780487804878,82,127,0
0.17423593,0.12600015,1.884753486891192,1.7285459,1.548780487804878,82,127,0
0.16444053,0.11848545,1.8885570432868253,1.6100572,1.548780487804878,82,127,0
0.105177514,0.13572821,0.9613928045444983,1.5216948,1.2474226804123711,97,121,1
0.11374137,0.1464038,0.9642263121589612,1.1416968,1.2474226804123711,97,121,1
0.12287869,0.15776493,0.967059819773424,1.4392996,1.2474226804123711,97,121,1
0.1326205,0.1698262,0.9698933273878869,1.1687936,1.2474226804123711,97,121,1
0.14297745,0.18264228,0.9727268350023498,1.2562165,1.2474226804123711,97,121,1
0.15398808,0.19619787,0.9755603426168127,1.1918304,1.2474226804123711,97,121,1
0.16567968,0.21056026,0.9783938502312756,1.307246,1.2474226804123711,97,121,1
0.17808498,0.22575346,0.9812273578457384,1.163819,1.2474226804123711,97,121,1
0.1912148,0.24179192,0.9840608654602013,1.3027599,1.2474226804123711,97,121,1
0.20511849,0.25870126,0.9868943730746642,1.4393556,1.2474226804123711,97,121,1
0.21981838,0.2765314,0.9897278806891271,1.337294,1.2474226804123711,97,121,1
0.23532745,0.29529288,0.99256138830359,1.3465135,1.2474226804123711,97,121,1
0.2516925,0.31503868,0.9953948959180529,1.0521628,1.2474226804123711,97,121,1
0.26894107,0.3357563,0.9982284035325157,1.2316552,1.2474226804123711,97,121,1
0.2870912,0.3574871,1.0010619111469787,1.1052603,1.2474226804123711,97,121,1
0.30615774,0.38027602,1.0038954187614415,1.1760207,1.2474226804123711,97,121,1
0.32618183,0.40412283,1.0067289263759043,1.2616645,1.2474226804123711,97,121,1
0.34719756,0.42905897,1.0095624339903673,1.2455564,1.2474226804123711,97,121,1
0.36922914,0.45510304,1.0123959416048303,1.3535787,1.2474226804123711,97,121,1
0.39226347,0.48225677,1.015229449219293,1.2964015,1.2474226804123711,97,121,1
0.41634077,0.5105942,1.0180629568337558,1.2091011,1.2474226804123711,97,121,1
0.4415185,0.540069,1.0208964644482188,1.1162739,1.2474226804123711,97,121,1
0.4677475,0.5706877,1.0237299720626818,1.0513821,1.2474226804123711,97,121,1
0.49509633,0.6025273,1.0265634796771446,1.0977371,1.2474226804123711,97,121,1
0.52359664,0.6355417,1.0293969872916073,1.1688354,1.2474226804123711,97,121,1
0.553197,0.669772,1.0322304949060703,1.0554066,1.2474226804123711,97,121,1
0.5839182,0.7052001,1.0350640025205333,1.4022938,1.2474226804123711,97,121,1
0.61583775,0.7418227,1.037897510134996,1.299314,1.2474226804123711,97,121,1
0.6489276,0.77968067,1.0407310177494589,1.4679991,1.2474226804123711,97,121,1
0.68314886,0.81872076,1.0435645253639219,1.4445189,1.2474226804123711,97,121,1
0.7185605,0.8589814,1.0463980329783849,1.0768216,1.2474226804123711,97,121,1
0.7551622,0.9003696,1.0492315405928476,1.2269968,1.2474226804123711,97,121,1
0.792902,0.9429459,1.0520650482073104,1.2485719,1.2474226804123711,97,121,1
0.8317914,0.98669213,1.0548985558217734,1.1527334,1.2474226804123711,97,121,1
0.87186956,1.0315545,1.0577320634362364,1.0742447,1.2474226804123711,97,121,1
0.9130703,1.0775355,1.0605655710506992,1.2798339,1.2474226804123711,97,121,1
0.9554305,1.1246734,1.063399078665162,1.4215659,1.2474226804123711,97,121,1
0.99890196,1.1727991,1.066232586279625,1.2211497,1.2474226804123711,97,121,1
1.0433956,1.2219397,1.069066093894088,1.2491525,1.2474226804123711,97,121,1
1.08904,1.2720906,1.0718996015085507,1.5373484,1.2474226804123711,97,121,1
1.1356757,1.3231282,1.0747331091230135,1.2286643,1.2474226804123711,97,121,1
1.183369,1.3751221,1.0775666167374764,1.0356479,1.2474226804123711,97,121,1
1.2319745,1.4280255,1.0804001243519394,1.1458102,1.2474226804123711,97,121,1
1.28152,1.4816072,1.0832336319664022,1.1927512,1.2474226804123711,97,121,1
1.3320007,1.5360739,1.086067139580865,1.3619752,1.2474226804123711,97,121,1
1.383372,1.5911341,1.088900647195328,1.1282908,1.2474226804123711,97,121,1
1.4355409,1.6469109,1.091734154809791,1.1514833,1.2474226804123711,97,121,1
1.4884504,1.703187,1.0945676624242537,1.2542527,1.2474226804123711,97,121,1
1.5420859,1.7599891,1.0974011700387165,1.288058,1.2474226804123711,97,121,1
1.5963869,1.8172431,1.1002346776531795,1.2434331,1.2474226804123711,97,121,1
1.6512389,1.8749857,1.1030681852676425,1.1948602,1.2474226804123711,97,121,1
1.706673,1.9329109,1.1059016928821053,1.1102147,1.2474226804123711,97,121,1
1.7625691,1.9909843,1.108735200496568,1.214169,1.2474226804123711,97,121,1
1.8187965,2.0493011,1.111568708111031,1.2102525,1.2474226804123711,97,121,1
1.8753864,2.107653,1.114402215725494,1.3665482,1.2474226804123711,97,121,1
1.9322622,2.166013,1.1172357233399568,1.3465053,1.2474226804123711,97,121,1
1.9893445,2.2242236,1.1200692309544196,1.226485,1.2474226804123711,97,121,1
2.0464888,2.2821872,1.1229027385688826,1.3562291,1.2474226804123711,97,121,1
2.103733,2.3399467,1.1257362461833456,1.1637063,1.2474226804123711,97,121,1
2.1609952,2.3974116,1.1285697537978083,1.3267329,1.2474226804123711,97,121,1
2.2180552,2.4543395,1.131403261412271,1.0297678,1.2474226804123711,97,121,1
2.2747471,2.5107028,1.134236769026734,1.1972287,1.2474226804123711,97,121,1
2.3313222,2.566402,1.137070276641197,1.3018633,1.2474226804123711,97,121,1
2.387482,2.6215758,1.1399037842556599,1.354271,1.2474226804123711,97,121,1
2.4432046,2.675812,1.1427372918701226,1.3204362,1.2474226804123711,97,121,1
2.498397,2.7291708,1.1455707994845856,1.307996,1.2474226804123711,97,121,1
2.5528882,2.7814705,1.1484043070990486,1.4417611,1.2474226804123711,97,121,1
2.6067374,2.8327835,1.1512378147135114,1.247137,1.2474226804123711,97,121,1
2.6597736,2.8829308,1.1540713223279742,1.1917969,1.2474226804123711,97,121,1
2.7120674,2.9318175,1.1569048299424372,1.4197948,1.2474226804123711,97,121,1
2.7631116,2.9795325,1.1597383375569001,1.405869,1.2474226804123711,97,121,1
2.813313,3.0258067,1.162571845171363,1.1993477,1.2474226804123711,97,121,1
2.8623292,3.07055,1.1654053527858257,1.18776,1.2474226804123711,97,121,1
2.9100676,3.1135786,1.1682388604002887,1.1598828,1.2474226804123711,97,121,1
2.9565258,3.1552835,1.1710723680147517,1.4013891,1.2474226804123711,97,121,1
3.0016184,3.1950111,1.1739058756292144,1.4470927,1.2474226804123711,97,121,1
3.0453534,3.2331662,1.1767393832436772,1.261212,1.2474226804123711,97,121,1
3.0875576,3.269581,1.1795728908581402,0.94803363,1.2474226804123711,97,121,1
3.1281502,3.3039854,1.1824063984726032,1.2179497,1.2474226804123711,97,121,1
3.1671495,3.336307,1.185239906087066,1.1633174,1.2474226804123711,97,121,1
3.2042875,3.3668892,1.1880734137015287,1.0315067,1.2474226804123711,97,121,1
3.2397838,3.3952641,1.1909069213159917,1.3605292,1.2474226804123711,97,121,1
3.2733748,3.421476,1.1937404289304547,1.2852399,1.2474226804123711,97,121,1
3.3051953,3.4458914,1.1965739365449175,1.3030618,1.2474226804123711,97,121,1
3.3349836,3.46794,1.1994074441593803,1.3036,1.2474226804123711,97,121,1
3.3627818,3.4877875,1.2022409517738433,1.1676879,1.2474226804123711,97,121,1
3.388536,3.5053942,1.2050744593883063,1.1417181,1.2474226804123711,97,121,1
3.4124038,3.5207253,1.207907967002769,1.401374,1.2474226804123711,97,121,1
3.433819,3.5338578,1.2107414746172318,1.2063243,1.2474226804123711,97,121,1
3.4533658,3.5445507,1.2135749822316948,0.9621465,1.2474226804123711,97,121,1
3.470587,3.5531065,1.2164084898461578,1.1165674,1.2474226804123711,97,121,1
3.485872,3.5595098,1.2192419974606206,1.3227952,1.2474226804123711,97,121,1
3.4988747,3.5633137,1.2220755050750833,1.2647078,1.2474226804123711,97,121,1
3.5095687,3.5649452,1.2249090126895463,1.1121776,1.2474226804123711,97,121,1
3.5180402,3.5642924,1.2277425203040093,1.1354829,1.2474226804123711,97,121,1
3.5242727,3.5614655,1.230576027918472,1.2418526,1.2474226804123711,97,121,1
3.528362,3.5562525,1.2334095355329349,1.108639,1.2474226804123711,97,121,1
3.5299776,3.5487719,1.2362430431473979,1.2845768,1.2474226804123711,97,121,1
3.5295467,3.5391462,1.2390765507618609,1.255859,1.2474226804123711,97,121,1
3.5269625,3.5271778,1.2419100583763236,1.1647685,1.2474226804123711,97,121,1
3.5222297,3.5133195,1.2447435659907864,1.2514207,1.2474226804123711,97,121,1
3.5150354,3.4971666,1.2475770736052494,1.2451222,1.2474226804123711,97,121,1
3.506036,3.4789643,1.2504105812197124,1.1131358,1.2474226804123711,97,121,1
3.4947128,3.4586394,1.2532440888341752,1.1462035,1.2474226804123711,97,121,1
3.4811945,3.43644,1.256077596448638,1.215206,1.2474226804123711,97,121,1
3.4657183,3.4122996,1.258911104063101,1.1882225,1.2474226804123711,97,121,1
3.4484162,3.386055,1.261744611677564,1.3306665,1.2474226804123711,97,121,1
3.4288974,3.358167,1.2645781192920267,1.0226083,1.2474226804123711,97,121,1
3.407305,3.3284764,1.2674116269064895,1.3019843,1.2474226804123711,97,121,1
3.3840923,3.2972367,1.2702451345209524,1.1502409,1.2474226804123711,97,121,1
3.3588843,3.2639983,1.2730786421354154,1.2366939,1.2474226804123711,97,121,1
3.3319318,3.229419,1.2759121497498782,1.4220586,1.2474226804123711,97,121,1
3.3031788,3.1932566,1.278745657364341,1.3203223,1.2474226804123711,97,121,1
3.2728755,3.1555724,1.281579164978804,1.0292997,1.2474226804123711,97,121,1
3.2408714,3.1166205,1.284412672593267,1.2006211,1.2474226804123711,97,121,1
3.2073202,3.0761774,1.2872461802077297,1.5307919,1.2474226804123711,97,121,1
3.172083,3.034777,1.2900796878221925,1.3912413,1.2474226804123711,97,121,1
3.1356053,2.9919243,1.2929131954366555,1.1956415,1.2474226804123711,97,121,1
3.0977507,2.9479668,1.2957467030511185,1.123927,1.2474226804123711,97,121,1
3.0586724,2.9032373,1.2985802106655813,1.3569216,1.2474226804123711,97,121,1
3.0182443,2.857442,1.301413718280044,1.2366586,1.2474226804123711,97,121,1
2.976624,2.8106527,1.304247225894507,0.9495161,1.2474226804123711,97,121,1
2.9340553,2.763196,1.30708073350897,1.1760331,1.2474226804123711,97,121,1
2.8903306,2.7150486,1.3099142411234328,1.3154255,1.2474226804123711,97,121,1
2.8456938,2.6659496,1.3127477487378956,1.3283796,1.2474226804123711,97,121,1
2.8002932,2.6166203,1.3155812563523586,1.1787004,1.2474226804123711,97,121,1
2.7540197,2.5666368,1.3184147639668216,1.3658615,1.2474226804123711,97,121,1
2.7070234,2.5161488,1.3212482715812843,1.2767211,1.2474226804123711,97,121,1
2.6592054,2.4652994,1.324081779195747,1.2392912,1.2474226804123711,97,121,1
2.6108773,2.4142983,1.32691528681021,1.0928314,1.2474226804123711,97,121,1
2.562098,2.3629098,1.329748794424673,1.0715901,1.2474226804123711,97,121,1
2.5127726,2.3114154,1.3325823020391359,1.2741275,1.2474226804123711,97,121,1
2.4631186,2.2597327,1.3354158096535986,1.194494,1.2474226804123711,97,121,1
2.4132671,2.2081273,1.3382493172680616,1.2558146,1.2474226804123711,97,121,1
2.3629818,2.1565154,1.3410828248825246,1.3929018,1.2474226804123711,97,121,1
2.312615,2.1049533,1.3439163324969874,1.1391971,1.2474226804123711,97,121,1
2.2618716,2.0534954,1.3467498401114502,1.230297,1.2474226804123711,97,121,1
2.2112968,2.002318,1.3495833477259132,1.128546,1.2474226804123711,97,121,1
2.1605995,1.9512838,1.3524168553403761,1.1880265,1.2474226804123711,97,121,1
